Collection Name,Title,Part,Name,Name URI,Resource Type,Resource Type URI,Genre,Genre URI,Place Created,Publisher,Date Issued,Date Created,Edition,Issuance,Frequency,Language Term,Language Term URI,Language Term Type,Extent,Physical Description Note,Form#1,Form URI#1,Form#2,Form URI#2,Abstract,Table of Contents,Note,Note Type,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Name,Subject Name URI,Subject Geographic,Subject Geographic URI,Subject Temporal,Subject Temporal URI,Subject Title,Subject Title URI,Subject Genre,Subject Genre URI,Identifier,Identifier LUNA,Identifier ARK,Physical Location,Physical Location Type,Shelf Locator,Related Item,Related Item Type,Related Item Identifier,Related Item Location,Date Captured,Internet Media Type,Digital Origin,Access Condition,Access Condition URI
Lachlan McLean Photograph Collection,"Pioneer Mine, Clear Creek County, Colo",,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Two miners walk up a hill at the Pioneer Mine. There is a railroad track and mining tipple in the viewer's bottom left corner. Other miners work at a wooden building in the background.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Miners,http://id.worldcat.org/fast/1022485,,,,,"Pioneer Mine (Clear Creek, Colorado, United States, North America) (mine)",GNIS: 1685366,,,,,,,narv_mcLean_077_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Pittsburg Consolidated M.M. & T. Co. Mine,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of the Brighton mining complex, owned by the Pittsburg Consolidated M.M. & T. Company, in the mountains of Colorado.",,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Mills and mill-work,http://id.worldcat.org/fast/1021870,,,,,"Brighton Mine (Clear Creek, Colorado, United States, North America) (mine)",GNIS: 1685455,,,,,,,narv_mcLean_078_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Pittsburg Consolidated M.M. & T. Co. Mine,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Exterior view of the Brighton mining complex, owned by the Pittsburg Consolidated M.M. & T. Company, in the mountains of Colorado.",,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,Mills and mill-work,http://id.worldcat.org/fast/1021870,,,"Brighton Mine (Clear Creek, Colorado, United States, North America) (mine)",GNIS: 1685455,,,,,,,narv_mcLean_079_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Pittsburg Consolidated M.M. & T. Co. Mine,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Men stand on large piles of gravel outside the Brighton mining complex, owned by the Pittsburg Consolidated M.M. & T. Company. There are several horses used to transport material around the mine.",,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Mills and mill-work,http://id.worldcat.org/fast/1021870,Miners,http://id.worldcat.org/fast/1022485,,,"Brighton Mine (Clear Creek, Colorado, United States, North America) (mine)",GNIS: 1685455,,,,,,,narv_mcLean_080_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,Rockford Tunnel,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Four miners and two dogs pose outside the portal to the Rockford Tunnel in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Miners,http://id.worldcat.org/fast/1022485,Tunnels,http://id.worldcat.org/fast/1158996,Portraits,http://id.worldcat.org/fast/1423831,,,"Rockford Tunnel (Clear Creek, Colorado, United States, North America) (mine)",GNIS: 181424,,,,,,,narv_mcLean_081_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,Running Lode Shaft House,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Men work in a shaft house breaking down large chunks of rock or ore taken from the Running Lode.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Miners,http://id.worldcat.org/fast/1022485,Ores,http://id.worldcat.org/fast/1047551,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_082_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,Running Lode Shaft House,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,A group of men pose outside the Running Lode shaft house in Colorado. This building is where the miners break down large chunks of rock or ore from the mine.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Miners,http://id.worldcat.org/fast/1022485,Portraits,http://id.worldcat.org/fast/1423831,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_083_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,Miners outside shaft house,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Miners sit on a small railroad train and carts outside a shaft house. There are signs on the shaft house that read, ""Saratoga, Hot Time, Orr.""",,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine railroad trains,http://id.worldcat.org/fast/1430774,Miners,http://id.worldcat.org/fast/1022485,Portraits,http://id.worldcat.org/fast/1423831,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_084_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,Silver Horn Mine,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,1872/1927,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of the Silver Horn mining complex in the mountains of Colorado. Two men stand outside the doorway of the building in the middle of the photograph.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,,,,,,,"Silver Horn Mine (Clear Creek, Colorado, United States, North America) (mine)",GNIS: 1694274,,,,,,,narv_mcLean_085_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Exterior view of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_098_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_099_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,A railroad track is built in front of the Consolidated Stanley Mining Company complex.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Railroad tracks,http://id.worldcat.org/fast/1431160,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_100_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,View of a river and railroad track in front of the Consolidated Stanley Mining Company complex.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Railroad tracks,http://id.worldcat.org/fast/1431160,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_101_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_102_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_103_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_104_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_105_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_106_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Aerial view of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_107_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,View of a bridge over a river and railroad track near the mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Rivers,http://id.worldcat.org/fast/1098312,Railroad tracks,http://id.worldcat.org/fast/1431160,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_108_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
Lachlan McLean Photograph Collection,The Consolidated Stanley Mining Company,,"McLean, Lachlan, 1843-1929",http://id.worldcat.org/fast/49182,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,,,,Circa 1895,,,,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,A man stands on a dock to a small building near a river in front of a mine complex owned by the Consolidated Stanley Mining Company in the mountains of Colorado.,,,,Mines and mineral resources,http://id.worldcat.org/fast/1022541,Mine buildings,http://id.worldcat.org/fast/1022019,Rivers,http://id.worldcat.org/fast/1098312,,,,,"Colorado (United States, North America) (first order administrative division)",http://id.loc.gov/authorities/names/n80125532,,,,,,,narv_mcLean_109_d.tif,,,University of Colorado Boulder Libraries Rare and Distinctive Collections,,COU:1059,,,,,,image/tiff,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/
